 time, distance, heartrate, cadence, velocity_smooth, altitude, grade_smooth
 4393,   8270.2,       186,     162,           1.708,    623.1,         12.6
 4394,   8272.7,       186,     160,            1.87,    623.4,         12.7
 4395,   8275.3,       186,     158,            2.04,    623.8,         13.7
 4396,   8277.1,       186,     158,           2.062,      624,         14.5
 4397,   8278.5,       186,     158,           2.042,    624.2,         16.2
 4398,   8279.7,       186,     158,             1.9,    624.4,         16.5
 4399,   8280.5,       186,     158,           1.562,    624.6,         17.4
 4400,   8281.6,       186,     158,            1.26,    624.8,         18.7
 4401,   8283.2,       186,     158,           1.214,    625.1,         19.7
 4402,   8284.4,       185,     158,           1.192,    625.3,         19.7
 4403,   8285.6,       185,     158,           1.194,    625.6,         20.2
 4404,   8287.8,       185,     122,           1.452,      626,         19.9
 4405,   8288.6,       184,     116,           1.396,    626.2,         20.2
 4406,   8289.8,       183,     116,            1.33,    626.4,         20.5
 4407,   8291.4,       183,     116,           1.398,    626.8,         20.1
 4408,   8293.2,       182,     116,           1.506,    627.1,         20.1
 4409,   8294.5,       181,     116,           1.352,    627.4,         20.4
 4410,   8295.9,       181,     116,            1.46,    627.7,         20.2
 4411,   8297.2,       182,     116,           1.482,    627.9,         19.4
 4412,   8298.2,       183,     116,           1.366,    628.1,         20.5
 4413,   8299.4,       183,     116,           1.246,    628.4,         19.9
 4414,   8300.7,       183,     116,           1.238,    628.6,         20.3
 4415,   8302.3,       183,     116,           1.274,    628.9,         20.4
 4416,   8303.4,       183,       0,            1.23,    629.2,           20
 4417,   8304.4,       183,       0,           1.232,    629.4,         20.6
 4418,   8305.6,       184,       0,            1.24,    629.6,         19.1
 4419,   8306.2,       184,       0,             1.1,    629.8,         19.8
 4420,     8307,       184,       0,           0.958,    629.9,         19.8
 4421,   8307.8,       184,       0,           0.874,      630,         18.7
 4422,   8308.9,       184,       0,           0.904,    630.3,         18.6
 4423,   8309.9,       184,       0,           0.856,    630.4,           19
 4424,   8311.3,       183,       0,           1.018,    630.7,           18
 4425,   8312.2,       184,       0,           1.032,    630.9,         18.2
 4426,   8313.3,       184,       0,           1.118,    631.1,         17.7
 4427,   8315.1,       184,       0,           1.244,    631.4,         18.3
 4428,   8316.6,       185,       0,           1.354,    631.7,         17.6
 4429,   8318.2,       185,       0,           1.372,    631.9,         17.4
 4430,   8319.7,       185,       0,           1.494,    632.2,         16.7
 4431,   8321.3,       185,       0,           1.594,    632.5,         16.6
 4432,     8323,       184,       0,           1.572,    632.8,         16.8
 4433,   8324.3,       184,       0,           1.528,      633,         16.6
 4434,   8325.3,       185,     126,           1.424,    633.1,         16.1
 4435,   8326.9,       185,     126,           1.444,    633.4,         16.5
 4436,   8328.3,       185,     122,           1.398,    633.6,         15.7
 4437,   8329.9,       185,     122,           1.388,    633.9,         15.9
 4438,   8331.3,       185,     122,             1.4,    634.1,         15.7
 4439,   8332.8,       185,     120,           1.508,    634.4,         15.3
 4440,   8334.5,       185,     120,            1.52,    634.6,         14.9
 4441,     8336,       184,     116,           1.538,    634.8,         14.3
 4442,   8337.7,       184,     116,           1.558,    635.1,         13.2
 4443,   8339.4,       185,     116,            1.63,    635.3,         13.2
 4444,   8340.7,       185,     118,           1.568,    635.5,           13
 4445,   8342.5,       185,     118,           1.594,    635.7,           12
 4446,   8344.2,       185,     120,           1.646,    635.9,         12.8
 4447,   8345.9,       185,     124,           1.628,    636.1,         12.4
 4448,   8347.5,       185,     124,           1.624,    636.3,         12.5
 4449,   8349.4,       185,     120,           1.738,    636.5,         12.7
 4450,   8351.2,       185,     120,            1.74,    636.8,         12.3
 4451,   8352.5,       185,       0,           1.644,    636.9,         12.2
 4452,   8354.5,       185,       0,           1.726,    637.2,         12.6
 4453,   8355.8,       185,       0,           1.658,    637.3,           12
 4454,   8357.2,       185,     124,           1.568,    637.5,         12.1
 4455,   8359.1,       185,     124,            1.58,    637.7,           12
 4456,   8360.5,       185,     124,           1.606,    637.9,         12.3
 4457,     8362,       185,     120,           1.502,    638.1,         12.6
 4458,   8363.2,       186,     120,           1.472,    638.2,         14.1
 4459,   8364.5,       186,     120,           1.452,    638.4,         14.4
 4460,   8365.9,       186,     120,            1.37,    638.6,         14.8
 4461,   8367.5,       186,     120,           1.414,    638.8,           15
 4462,     8369,       186,     120,           1.398,    639.1,         16.8
 4463,   8370.2,       185,     120,           1.398,    639.3,         16.9
 4464,   8371.3,       185,     120,           1.362,    639.5,         17.5
 4465,   8372.7,       185,     120,           1.356,    639.7,         18.6
 4466,   8373.9,       185,     120,           1.278,      640,         16.9
 4467,   8375.7,       185,     120,           1.336,    640.3,         17.8
 4468,   8377.3,       185,     120,            1.43,    640.6,         17.6
 4469,   8378.8,       185,     120,           1.514,    640.9,         18.6
 4471,   8380.8,       184,     118,            1.38,    641.1,         18.4
 4472,   8380.8,       185,     116,           1.032,    641.2,         18.9
 4473,   8382.1,       184,     116,           0.944,    641.4,         18.2
 4474,   8383.5,       184,     124,            0.92,    641.7,         18.6
 4475,   8384.8,       183,     124,           0.995,      642,         20.7
 4476,   8386.3,       183,     124,           1.086,    642.3,         19.8
 4477,   8387.8,       183,     124,           1.388,    642.5,         20.2
 4478,   8389.1,       183,     124,           1.404,    642.8,           20
 4479,   8390.8,       183,     118,           1.472,    643.2,         19.8
 4480,     8392,       183,     118,           1.426,    643.4,         19.9
 4481,     8393,       183,     118,            1.34,    643.6,         21.8
 4482,     8394,       183,     116,           1.234,    643.8,         21.1
 4483,   8395.4,       183,     116,           1.264,    644.1,         21.4
 4484,   8396.8,       183,     118,           1.198,    644.4,         21.8
 4485,   8397.9,       183,     118,           1.188,    644.7,         21.6
 4486,   8399.1,       183,     118,           1.218,    644.9,         21.7
 4487,     8400,       182,     118,           1.208,    645.1,         22.7
 4488,   8401.6,       183,     118,           1.232,    645.5,         22.1
 4489,   8402.9,       183,     118,           1.228,    645.8,         21.6
 4490,   8404.1,       183,       0,            1.24,      646,         22.5
 4491,   8405.5,       183,       0,           1.298,    646.4,         22.3
 4492,   8407.2,       183,       0,           1.446,    646.7,         22.1
 4493,   8408.5,       183,       0,           1.392,      647,         22.5
 4494,   8409.7,       183,       0,           1.358,    647.3,         22.6
 4495,   8410.8,       183,       0,           1.334,    647.5,         22.6
 4496,     8412,       183,       0,           1.282,    647.8,         22.8
 4497,   8413.6,       183,     110,            1.28,    648.2,         22.7
 4498,   8414.7,       183,     110,           1.238,    648.4,         22.5
 4499,   8416.2,       184,     110,           1.292,    648.8,         22.7
 4500,   8417.3,       184,     110,           1.308,      649,         21.8
 4501,   8418.7,       184,     110,           1.338,    649.3,         21.4
 4502,     8420,       184,     110,           1.266,    649.6,         22.1
 4503,   8421.3,       184,     110,           1.324,    649.9,         20.5
 4504,   8422.5,       184,     110,           1.268,    650.1,         21.4
 4505,   8423.9,       184,     116,           1.322,    650.4,         21.1
 4506,   8425.1,       184,       0,           1.292,    650.7,         20.2
 4507,   8426.4,       184,       0,           1.296,    650.9,         20.1
 4508,   8427.6,       185,       0,           1.252,    651.2,         20.6
 4509,   8428.4,       185,       0,            1.18,    651.3,         20.7
 4510,   8429.6,       185,       0,           1.132,    651.6,         19.9
 4511,   8430.8,       185,       0,           1.144,    651.8,         20.2
 4512,   8432.3,       185,       0,           1.172,    652.1,         19.6
 4513,   8433.7,       185,       0,            1.22,    652.4,         20.4
 4514,     8435,       185,       0,           1.314,    652.7,         19.7
 4515,   8436.2,       185,       0,           1.318,    652.9,         19.8
 4516,   8437.3,       185,       0,           1.294,    653.1,         19.9
 4517,   8438.3,       185,       0,           1.198,    653.3,         19.3
 4518,   8439.7,       185,       0,           1.208,    653.6,         18.8
 4519,     8441,       185,       0,            1.19,    653.8,         19.2
 4520,   8442.3,       185,       0,           1.236,    654.1,         19.4
 4521,   8443.5,       185,       0,           1.232,    654.3,         18.8
 4522,   8445.1,       185,       0,            1.36,    654.6,         19.2
 4523,   8446.6,       185,       0,           1.374,    654.9,         19.2
 4524,   8448.1,       185,       0,           1.438,    655.2,         18.6
 4525,   8449.4,       185,       0,            1.42,    655.4,         18.5
 4526,   8450.7,       185,       0,            1.44,    655.7,         18.7
 4527,   8451.9,       185,       0,           1.358,    655.9,           18
 4528,   8453.1,       185,       0,           1.294,    656.1,         17.7
 4529,   8454.3,       185,       0,           1.222,    656.3,         17.9
 4530,   8455.2,       185,       0,            1.16,    656.5,         17.7
 4531,   8456.6,       185,       0,            1.19,    656.7,         18.3
 4532,   8457.8,       185,     112,           1.188,    656.9,         18.2
 4533,   8458.9,       185,       0,           1.164,    657.1,         16.2
 4534,     8460,       185,       0,            1.16,    657.3,         15.7
 4535,   8460.8,       185,       0,           1.122,    657.5,         19.1
 4536,   8461.7,       185,       0,           1.024,    657.7,         18.2
 4537,   8462.8,       185,       0,           1.006,    657.9,         18.5
 4538,   8465.4,       185,       0,           1.304,    658.1,         19.2
 4539,   8465.4,       185,     118,           1.072,    658.3,         19.3
 4540,   8466.5,       185,     118,            1.14,    658.6,         18.9
 4541,   8467.6,       185,     118,           1.168,    658.7,         18.7
 4542,   8468.6,       185,     118,           1.156,    658.9,         22.5
 4543,   8469.8,       185,     118,            0.88,    659.2,         21.5
 4544,   8470.9,       185,     118,           1.102,    659.4,         19.7
 4545,   8471.8,       184,     118,           1.052,    659.6,         20.5
 4546,     8473,       184,     118,            1.09,    659.8,         20.8
 4547,   8473.8,       185,     118,           1.046,      660,         19.9
 4548,   8475.2,       185,     118,            1.07,    660.2,         20.8
 4549,   8476.6,       184,     118,           1.128,    660.5,         21.2
 4550,   8477.8,       184,     118,           1.202,    660.8,         21.4
 4551,   8479.2,       184,     118,           1.232,    661.1,         21.6
 4552,   8480.4,       184,     118,           1.306,    661.3,         22.3
 4553,     8481,       184,       0,           1.174,    661.5,         23.6
 4554,   8482.2,       184,       0,            1.13,    661.8,           23
 4555,   8483.3,       184,       0,           1.094,      662,         23.3
 4556,     8485,       184,       0,           1.154,    662.4,         23.3
 4557,   8485.9,       184,       0,           1.104,    662.6,         24.2
 4558,   8486.8,       184,       0,           1.144,    662.9,         24.1
 4559,   8488.3,       184,       0,           1.208,    663.2,         23.7
 4560,     8489,       184,      32,           1.152,    663.4,         24.2
 4561,   8489.5,       184,      32,           0.906,    663.5,         24.9
 4562,   8489.9,       184,     154,           0.802,    663.6,         24.3
 4563,   8490.7,       184,     154,           0.792,    663.8,         25.3
 4564,   8491.4,       184,     154,            0.63,      664,           24
 4565,   8492.3,       184,     154,            0.66,    664.2,         25.5
 4566,   8493.2,       184,     154,           0.742,    664.4,           25
 4567,   8494.1,       184,     154,           0.844,    664.7,         25.2
 4568,   8495.6,       184,     154,           0.984,      665,         25.4
 4569,   8496.2,       184,     154,           0.958,    665.2,         24.7
 4570,   8496.6,       184,     154,           0.856,    665.3,         25.1
 4571,   8497.6,       184,     154,            0.88,    665.5,         25.2
 4572,     8498,       184,     154,           0.782,    665.7,         24.7
 4573,     8499,       184,     154,            0.68,    665.9,         24.9
 4574,   8500.2,       184,     154,           0.792,    666.2,         24.9
 4575,   8501.6,       184,     154,           0.998,    666.5,         25.8
 4576,   8503.5,       184,     154,           1.182,      667,           25
 4577,   8505.1,       184,     154,           1.404,    667.4,         25.7
 4578,   8506.5,       184,     154,           1.492,    667.7,         25.4
 4579,   8507.5,       184,     154,           1.462,      668,         25.7
 4580,   8508.1,       184,     154,           1.288,    668.2,         24.8
 4581,   8509.1,       184,       0,           1.128,    668.5,         24.7
 4582,   8510.4,       184,       0,           1.062,    668.8,         24.7
 4583,   8512.1,       184,       0,            1.13,    669.2,         23.5
 4584,   8514.4,       184,       0,           1.384,    669.7,         23.4
 4585,   8516.4,       184,       0,           1.666,    670.2,         23.6
 4586,   8517.8,       184,       0,           1.734,    670.5,         23.1
 4587,   8519.1,       184,       0,           1.748,    670.8,         24.5
 4588,   8519.8,       184,       0,           1.538,      671,         24.3
 4589,   8520.1,       184,       0,           1.148,    671.1,         23.8
 4590,   8520.8,       184,      34,           0.874,    671.2,         23.5
 4591,   8521.5,       184,      34,            0.73,    671.4,           23
 4592,   8522.3,       184,      34,           0.648,    671.7,         23.3
 4593,   8523.8,       184,      34,             0.8,      672,         22.7
 4594,   8525.3,       184,      34,           1.038,    672.3,         22.9
 4595,     8527,       184,      34,           1.256,    672.7,         21.8
 4596,   8528.7,       184,       0,           1.442,      673,         21.1
 4597,   8530.3,       184,       0,           1.582,    673.4,         20.4
 4598,   8531.3,       184,       0,           1.484,    673.6,         20.2
 4599,   8532.5,       184,     110,           1.428,    673.8,         19.5
 4600,   8533.8,       184,     110,            1.35,    674.1,         19.3
 4601,   8535.1,       184,     110,           1.284,    674.3,         18.7
 4602,   8536.2,       184,     110,           1.188,    674.5,         18.3
 4603,   8537.3,       184,     110,           1.212,    674.7,           18
 4604,     8539,       184,     110,           1.318,      675,         17.3
 4605,   8540.4,       184,     110,           1.322,    675.3,         17.8
 4606,   8541.7,       184,     116,           1.312,    675.5,         17.6
 4607,     8543,       184,     116,           1.364,    675.7,         16.8
 4608,   8544.2,       184,     116,           1.376,    675.9,         17.6
 4609,   8545.8,       184,     116,           1.342,    676.2,         16.8
 4610,     8547,       184,     116,           1.316,    676.4,         16.9
 4611,     8548,       184,     116,           1.272,    676.5,         16.5
 4612,   8549.3,       184,     116,           1.252,    676.8,         16.3
 4613,   8550.3,       184,     116,           1.228,    676.9,         15.9
 4614,   8551.7,       184,     116,           1.192,    677.2,         15.9
 4615,   8552.7,       184,     116,            1.15,    677.3,         16.4
 4616,   8553.9,       184,     116,           1.184,    677.5,         15.5
 4617,   8555.2,       184,     112,           1.188,    677.7,           16
 4618,   8557.7,       184,     112,           1.468,    678.1,         15.5
 4619,   8557.7,       184,     112,           1.192,    678.1,         15.9
 4620,     8559,       184,     114,           1.246,    678.3,           16
 4621,   8561.6,       184,     114,           1.528,    678.7,         16.1
 4622,   8563.3,       184,     114,           1.614,      679,         16.3
 4623,   8565.8,       184,     114,           1.636,    679.4,         15.9
 4624,   8568.2,       184,     114,           2.112,    679.8,         15.9
 4625,   8569.4,       184,     114,           2.086,      680,         16.3
 4626,   8570.4,       184,     114,            1.76,    680.1,         15.9
 4627,   8571.6,       184,     114,           1.666,    680.3,         16.5
 4628,   8573.2,       184,     114,            1.47,    680.6,         16.4
 4629,     8575,       184,     114,            1.35,    680.9,         15.5
 4630,   8576.6,       184,       0,           1.436,    681.1,         16.8
 4631,   8577.9,       184,       0,           1.506,    681.4,         16.5
 4632,   8579.2,       184,       0,            1.51,    681.6,         15.6
 4633,   8580.4,       184,       0,           1.436,    681.7,         15.8
 4634,   8581.2,       184,       0,           1.238,    681.9,         15.9
 4635,   8582.6,       184,       0,           1.198,    682.1,           15
 4636,   8584.1,       184,       0,           1.238,    682.3,         14.7
 4637,     8585,       184,       0,           1.176,    682.5,         14.9
 4638,   8586.6,       184,       0,           1.252,    682.7,         13.4
 4639,   8588.6,       184,       0,            1.49,      683,         13.4
 4640,   8590.1,       184,       0,           1.504,    683.2,         12.5
 4641,   8592.5,       184,       0,           1.672,    683.5,         11.7
 4642,   8595.3,       184,       0,           2.048,    683.8,         11.6
 4643,   8597.8,       184,       0,           2.236,    684.1,         11.3
 4644,   8599.8,       184,       0,           2.226,    684.3,           11
 4645,   8602.2,       184,       0,           2.418,    684.6,           11
 4646,   8604.7,       183,     156,            2.45,    684.9,           11
 4647,   8607.1,       183,     158,           2.364,    685.1,         10.4
 4648,   8609.5,       184,     158,           2.328,    685.4,           10
 4649,   8611.6,       184,     158,           2.362,    685.6,           11
 4650,   8613.8,       184,     158,           2.318,    685.8,         10.3
 4651,   8615.8,       184,     158,            2.23,      686,         11.2
 4652,   8617.8,       184,     158,           2.144,    686.3,         11.3
 4653,   8619.4,       185,     158,           1.988,    686.4,         12.1
 4654,   8621.3,       185,     156,           1.944,    686.7,         12.7
 4655,   8623.9,       185,     156,           2.032,      687,         12.1
 4656,   8625.8,       185,     158,           1.986,    687.2,           12
 4657,   8627.7,       185,     158,           1.964,    687.5,         12.7
 4658,   8630.4,       185,     156,           2.202,    687.8,         13.4
 4659,   8630.4,       185,     156,           1.826,    687.8,         13.8
 4660,   8632.3,       184,     156,            1.67,    688.1,         13.6
 4661,   8634.3,       186,     156,            1.71,    688.4,         14.5
 4662,     8636,       184,     160,            1.66,    688.6,         14.5
 4663,   8637.4,       185,     160,           1.406,    688.8,         15.2
 4664,   8639.1,       185,     160,           1.742,    689.1,         14.6
 4665,   8640.8,       185,     160,             1.7,    689.3,         16.2
 4666,   8641.5,       185,     158,           1.424,    689.4,         16.3
 4667,   8642.1,       185,     156,           1.232,    689.6,         16.3
 4668,   8643.2,       185,     156,           1.154,    689.7,         16.6
 4669,   8644.2,       186,     156,           1.008,    689.9,         16.5
 4670,   8644.2,       187,     156,           0.688,      690,           16
 4671,   8644.8,       188,     156,            0.66,    690.1,         16.1
 4672,   8645.3,       188,     156,           0.648,    690.2,         15.3
 4673,   8646.4,       187,     156,            0.63,    690.3,         14.9
 4674,   8647.7,       187,     156,           0.704,    690.5,         13.8
 4675,   8649.7,       187,     154,           1.092,    690.8,         13.8
 4676,   8652.7,       186,     154,            1.58,    691.2,         13.6
 4677,   8655.6,       186,     154,            2.05,    691.6,           13
 4678,   8658.7,       186,     154,            2.47,      692,         13.4
 4679,   8660.5,       186,     156,           2.558,    692.2,         13.5
 4680,   8661.4,       186,     156,           2.344,    692.4,         12.9
 4681,   8663.1,       186,     156,           2.092,    692.6,         12.6
 4682,     8666,       186,     154,            2.07,      693,         12.5
 4683,     8668,       186,     154,            1.86,    693.2,         11.8
 4684,   8669.8,       186,     154,           1.874,    693.4,         11.3
 4685,   8671.7,       186,     154,           2.064,    693.6,         11.7
 4686,   8673.3,       186,     154,            2.03,    693.8,         12.6
 4687,   8674.8,       185,     156,            1.77,      694,         12.2
 4688,   8676.2,       185,     158,           1.644,    694.2,         12.8
 4689,   8677.2,       185,     158,           1.478,    694.3,         13.1
 4690,   8678.3,       185,     156,           1.328,    694.5,         14.2
 4691,   8679.7,       185,     156,            1.28,    694.6,         14.9
 4692,   8681.3,       185,     156,           1.308,    694.9,         15.3
 4693,   8683.2,       184,     156,           1.386,    695.1,           15
 4694,   8685.7,       184,     156,             1.7,    695.6,         16.7
 4695,   8688.3,       184,     156,           1.996,      696,         17.3
 4696,   8690.1,       184,     156,           2.084,    696.3,         18.2
 4697,   8691.1,       184,     156,           1.944,    696.5,         17.6
 4698,   8692.2,       184,     154,           1.816,    696.8,         17.7
 4699,   8693.3,       184,     154,           1.522,      697,         17.6
 4700,   8695.2,       184,     152,           1.372,    697.3,           18
 4701,     8697,       184,     152,            1.39,    697.6,         17.1
 4702,   8698.2,       184,     154,           1.434,    697.8,         17.1
 4703,   8699.3,       184,     154,            1.41,    697.9,         17.8
 4704,   8700.5,       184,     154,           1.438,    698.1,         18.1
 4705,   8701.3,       185,     154,           1.226,    698.2,         18.1
 4706,   8702.7,       184,     154,            1.13,    698.5,         17.8
 4707,   8703.3,       185,     120,           1.018,    698.6,         17.8
 4708,   8703.3,       184,     116,            0.81,    698.7,         18.5
 4709,   8703.9,       184,     116,           0.678,    698.8,         18.4
 4710,   8704.8,       184,     116,            0.69,    698.9,         18.6
 4711,   8705.5,       184,     116,            0.56,    699.1,         19.5
 4712,     8707,       183,     116,            0.74,    699.3,         19.4
 4713,   8708.7,       182,     116,           1.074,    699.6,         19.3
 4714,   8709.6,       183,     116,            1.13,    699.8,         18.6
 4715,   8710.2,       183,     116,           1.086,    699.9,         21.1
 4716,   8711.1,       183,     116,           1.132,    700.1,         20.8
 4717,   8711.9,       183,       0,           0.984,    700.3,         21.7
 4718,   8712.8,       183,       0,           0.826,    700.5,         23.2
 4719,   8714.5,       183,       0,           0.992,    700.8,         22.8
 4720,   8714.5,       183,       0,           0.866,      701,         21.8
 4721,     8716,       183,       0,           0.982,    701.3,         22.3
 4722,   8717.5,       183,       0,           1.116,    701.6,         22.1
 4723,   8717.5,       183,       0,            0.94,    701.7,         22.5
 4724,   8718.1,       183,       0,            0.71,    701.8,         23.1
 4725,   8719.1,       183,       0,            0.92,      702,         21.2
 4726,   8720.5,       183,       0,           0.882,    702.2,         20.8
 4727,   8721.8,       183,       0,            0.86,    702.5,         22.1
 4728,   8722.3,       182,       0,           0.942,    702.6,           21
 4729,   8723.5,       182,       0,           1.074,    702.9,         21.2
 4730,   8725.3,       182,       0,           1.236,    703.3,         22.4
 4731,     8727,       182,       0,           1.318,    703.6,           23
 4732,   8727.9,       183,       0,           1.214,    703.9,         23.1
 4733,   8729.9,       183,       0,           1.538,    704.3,           24
 4734,   8731.2,       183,       0,           1.542,    704.6,         24.4
 4735,   8732.7,       183,       0,           1.472,      705,         24.7
 4736,   8733.4,       183,       0,            1.27,    705.2,         25.3
 4737,   8734.3,       183,       0,           1.282,    705.5,         24.7
 4738,   8734.5,       183,       0,           0.902,    705.5,         25.4
 4739,   8735.1,       183,     112,           0.796,    705.7,         23.4
 4740,   8735.8,       183,     112,           0.634,    705.9,         25.4
 4741,   8736.8,       183,     112,           0.686,    706.1,         26.3
 4742,   8737.7,       183,     112,           0.684,    706.3,         26.9
 4743,   8738.4,       183,       0,           0.792,    706.5,         29.4
 4744,   8739.4,       183,       0,            0.85,    706.7,         29.6
 4745,     8741,       183,     112,           1.042,    706.9,         29.2
 4746,     8741,       183,     112,           0.844,    707.2,         29.6
 4747,   8741.8,       183,       0,           0.812,    707.3,         28.7
 4748,   8741.8,       183,       0,           0.674,    707.4,           30
 4749,   8741.8,       183,       0,           0.486,    707.5,         28.5
 4750,     8742,       183,       0,           0.182,    707.5,         34.2
 4751,     8742,       183,       0,           0.182,    707.8,         32.9
 4752,   8743.5,       183,       0,           0.352,    708.2,         30.2
 4753,   8745.3,       183,       0,           0.698,    708.7,         30.4
 4754,     8748,       183,       0,           1.246,    709.4,         29.9
 4755,   8749.7,       183,       0,           1.538,    709.7,         26.6
 4756,   8749.8,       183,       0,            1.57,    709.9,         27.3
 4757,   8750.8,       183,       0,           1.456,    710.2,         25.9
 4758,     8752,       183,       0,           1.344,    710.5,         24.8
 4759,   8753.3,       183,       0,           1.056,    710.8,         25.5
 4760,   8753.8,       183,       0,           0.828,      711,         23.9
 4761,   8755.3,       183,       0,           1.098,    711.3,           22
 4762,   8757.3,       183,       0,           1.296,    711.8,         21.6
 4763,   8758.9,       183,       0,           1.386,    712.1,           22
 4764,   8759.8,       183,     110,           1.304,    712.3,         21.5
 4765,   8760.7,       183,     110,           1.388,    712.5,         21.3
 4766,   8762.6,       184,     110,           1.466,    712.8,         21.1
 4767,   8764.2,       184,     110,           1.386,    713.2,           21
 4768,     8765,       184,     110,           1.226,    713.4,         20.2
 4769,   8766.1,       184,     110,           1.246,    713.6,         20.9
 4770,   8767.7,       183,     110,             1.4,      714,         20.1
 4771,   8769.4,       183,     110,           1.352,    714.3,         19.8
 4772,   8771.2,       183,     110,             1.4,    714.6,         18.9
 4773,   8773.2,       183,     110,           1.624,      715,         18.3
 4774,   8775.2,       183,     114,           1.814,    715.4,         18.3
 4775,   8776.7,       184,     114,           1.784,    715.6,         18.5
 4776,   8778.1,       184,     112,           1.742,    715.9,         18.3
 4777,   8779.8,       184,     112,           1.704,    716.2,         17.6
 4778,   8781.5,       184,     112,           1.668,    716.5,         19.2
 4779,   8782.7,       184,     112,           1.512,    716.8,         18.8
 4780,   8784.1,       184,       0,            1.49,      717,         18.8
 4781,   8785.4,       184,       0,            1.46,    717.2,         18.3
 4782,   8786.6,       184,       0,           1.362,    717.5,         18.6
 4783,   8787.3,       185,       0,           1.154,    717.6,         17.5
 4784,   8788.2,       184,       0,           1.098,    717.8,         17.5
 4785,   8789.5,       184,       0,           1.072,      718,         17.8
 4786,   8790.7,       184,       0,           1.058,    718.2,         16.3
 4787,   8791.7,       184,       0,           1.034,    718.4,         17.3
 4788,   8793.5,       185,       0,           1.252,    718.7,           17
 4789,   8795.5,       185,       0,           1.462,      719,         16.9
 4790,     8797,       185,       0,           1.504,    719.2,           17
 4791,   8797.7,       185,       0,           1.398,    719.4,         15.5
 4792,   8798.8,       185,       0,           1.414,    719.6,         15.4
 4793,   8800.1,       185,     120,            1.32,    719.8,         15.9
 4794,   8801.3,       185,     120,           1.154,      720,         15.4
 4795,   8802.7,       185,     120,           1.138,    720.1,         14.5
 4796,     8804,       185,     120,           1.254,    720.3,         14.6
 4797,   8805.6,       185,     118,            1.36,    720.6,         13.9
 4798,   8807.4,       185,     118,           1.448,    720.8,         14.8
 4799,   8808.7,       185,       0,           1.482,      721,         14.1
 4800,   8811.2,       185,       0,             1.7,    721.4,         13.8
 4801,   8812.8,       185,       0,           1.776,    721.6,           14
 4802,   8813.6,       185,       0,           1.608,    721.7,           14
 4803,   8815.3,       185,       0,           1.582,    721.9,           14
 4804,   8816.5,       185,       0,           1.558,    722.1,         13.5
 4805,   8818.1,       185,       0,            1.39,    722.3,         13.9
 4806,   8819.4,       185,       0,            1.31,    722.5,         14.5
 4807,   8821.2,       184,     120,           1.502,    722.8,         14.1
 4808,   8823.7,       184,     122,           1.688,    723.1,         13.7
 4809,   8825.6,       185,     122,           1.828,    723.4,         13.7
 4810,   8827.1,       185,     122,             1.8,    723.6,         14.2
 4811,   8829.1,       185,     122,           1.938,    723.8,         15.9
 4812,   8830.3,       185,     122,           1.832,      724,         15.8
 4813,   8831.7,       185,     122,             1.6,    724.3,         16.3
 4814,   8832.9,       185,     120,           1.452,    724.5,         16.7
 4815,   8834.4,       185,     120,           1.454,    724.8,         17.7
 4816,   8836.4,       185,     120,            1.46,    725.1,         17.2
 4817,   8837.6,       185,     120,            1.45,    725.3,         16.7
 4818,   8838.7,       185,     120,           1.386,    725.4,         16.7
 4819,   8839.3,       185,     120,           1.276,    725.6,         15.7
 4820,   8840.8,       184,       0,           1.272,    725.8,         16.7
 4821,   8842.5,       184,       0,           1.226,    726.1,         16.4
 4822,   8843.7,       184,     116,           1.218,    726.3,         17.6
 4823,   8845.2,       184,     116,           1.312,    726.5,         16.4
 4824,   8846.5,       184,     116,           1.456,    726.8,         16.4
 4825,   8847.9,       183,     116,           1.434,      727,         16.3
 4826,   8849.5,       184,     112,            1.39,    727.3,           17
 4827,   8850.5,       184,     112,           1.366,    727.4,         17.2
 4828,   8851.7,       184,     112,           1.302,    727.6,         17.3
 4829,   8852.9,       184,     112,           1.274,    727.8,           18
 4830,   8854.3,       184,     112,           1.268,    728.1,         17.1
 4831,   8855.7,       183,       0,           1.246,    728.3,         17.7
 4832,   8856.9,       183,       0,           1.288,    728.6,         18.7
 4833,   8858.5,       183,       0,            1.35,    728.9,         18.8
 4834,     8860,       183,       0,            1.41,    729.1,         18.4
 4835,   8861.2,       183,       0,           1.388,    729.3,         17.7
 4836,   8862.4,       183,     116,           1.346,    729.6,           18
 4837,   8864.1,       182,     120,           1.436,    729.9,         19.3
 4838,   8866.2,       183,     120,           1.544,    730.3,         19.3
 4839,   8867.6,       183,     120,           1.536,    730.5,         18.5
 4840,   8869.6,       183,     120,           1.676,    730.9,         19.3
 4841,   8870.3,       183,     120,           1.586,    731.1,         18.7
 4842,   8871.6,       183,     120,           1.494,    731.3,         19.8
 4843,   8872.7,       183,     122,           1.292,    731.5,         19.2
 4844,   8873.9,       183,     122,           1.258,    731.8,         18.7
 4845,   8876.4,       183,     122,            1.37,    732.2,         19.6
 4846,   8879.3,       183,     122,           1.786,    732.8,         16.4
 4847,   8880.5,       183,     122,           1.784,      733,         18.8
 4848,   8881.8,       183,     122,           1.828,    733.3,         19.5
 4849,   8885.5,       183,     122,           2.304,    733.6,         19.2
 4850,   8885.5,       183,     122,           1.804,    733.9,         22.5
 4851,   8887.2,       183,     122,           1.588,    734.3,         22.5
 4852,   8888.5,       183,     122,           1.604,    734.5,         21.6
