 time, distance, heartrate, cadence, velocity_smooth, altitude, grade_smooth
  491,    743.7,       116,       0,           0.894,    543.2,         28.8
  492,    745.7,       116,       0,            1.09,    543.8,         29.3
  493,    745.7,       116,       0,            0.88,    543.8,         28.9
  494,    746.9,       116,       0,            0.86,    544.1,         29.2
  495,    749.8,       115,       0,           1.226,      545,         28.9
  496,      751,       115,       0,           1.466,    545.3,         28.3
  497,    752.3,       115,     108,           1.306,    545.7,         28.3
  498,      753,       115,     108,            1.45,    545.9,         29.3
  499,      753,       114,     108,           1.216,    545.9,           29
  500,    755.5,       115,     108,           1.128,    546.6,         29.8
  501,      757,       114,     108,           1.194,      547,         29.2
  502,      759,       114,     108,           1.358,    547.7,           30
  503,    760.5,       114,       0,           1.514,    548.1,           30
  504,    760.5,       114,       0,           1.514,    548.1,         25.3
  505,    761.8,       114,       0,            1.26,    548.5,         20.5
  506,    762.9,       115,       0,           1.172,    548.8,         17.4
  507,    765.6,       115,       0,           1.318,    549.7,         21.3
  508,    767.3,       116,       0,            1.35,    549.6,         21.3
  509,    768.3,       116,       0,           1.558,    549.6,         20.6
  510,    769.4,       116,       0,           1.522,    549.5,         19.9
  511,    769.4,       116,     108,           1.304,    549.5,         18.3
  512,    771.3,       116,     114,           1.138,    550.4,         23.2
  513,    771.3,       116,     114,           0.806,    550.4,         24.3
  514,    773.5,       116,     114,           1.022,    550.9,         26.8
  515,    774.7,       116,       0,           1.064,    551.3,         31.4
  516,      776,       116,       0,           1.324,    551.6,         27.6
  517,    777.2,       115,       0,           1.176,    551.9,         26.9
  518,    777.2,       115,       0,           1.176,    551.9,         27.6
  519,    778.4,       115,       0,           0.994,    552.3,         26.7
  520,    779.6,       115,     110,           0.972,    552.7,         26.5
  521,    781.1,       115,     110,           1.022,    553.1,         26.3
  522,    782.5,       114,       0,           1.058,    553.4,         26.5
  523,    782.5,       114,       0,           1.058,    553.4,         25.8
  524,    785.4,       114,       0,           1.404,    554.1,         24.2
  525,    785.4,       114,       0,           1.172,    554.1,         24.6
  526,    786.7,       114,       0,           1.104,    554.4,         25.1
  527,    788.9,       114,       0,            1.28,      555,         25.8
  528,    790.3,       113,       0,           1.566,    555.3,         25.1
  529,    791.7,       113,       0,            1.25,    555.7,         25.1
  530,    792.8,       113,       0,           1.482,      556,         25.5
  531,      794,       113,       0,           1.464,    556.3,         25.5
  532,      794,       113,       0,           1.014,    556.3,         24.4
  533,    795.8,       112,       0,           1.096,    556.7,         24.9
  534,    796.5,       112,       0,           0.956,    556.9,         24.1
  535,    796.5,       111,       0,           0.724,    556.9,         24.4
  536,    796.8,       112,       0,           0.574,      557,         24.7
  537,    798.8,       113,       0,            0.97,    557.5,         23.8
  538,    800.4,       112,       0,            0.91,    557.8,         23.8
  539,    801.7,       112,       0,           1.038,    558.1,         24.3
  540,    801.7,       112,       0,           1.038,    558.1,         24.8
  541,    802.8,       112,       0,           1.184,    558.4,         24.8
  542,    803.4,       112,       0,           0.914,    558.6,         24.8
  543,    803.4,       112,       0,           0.606,    558.6,         25.4
  544,    804.9,       112,       0,           0.646,    558.9,         25.9
  545,    806.1,       112,       0,            0.89,    559.2,         25.9
  546,    806.1,       112,       0,            0.67,    559.2,         25.4
  547,    807.8,       112,       0,           0.874,    559.7,           25
  548,    808.5,       112,     116,           1.018,    559.9,         24.8
  549,    809.5,       112,     116,           0.916,    560.2,         24.8
  550,    810.8,       112,     116,           0.932,    560.5,         24.9
  551,    812.1,       113,     116,           1.198,    560.8,         23.7
  552,    813.4,       113,     116,            1.13,    561.1,         23.3
  553,    814.6,       114,     118,           1.216,    561.3,         19.9
  554,    816.2,       114,     118,           1.338,    561.7,         22.7
  555,      817,       114,     118,           1.236,    561.9,         21.9
  556,    817.9,       114,     118,           1.154,    562.1,         21.8
  557,    818.8,       114,     118,           1.072,    562.3,         22.1
  558,      820,       114,     118,           1.094,    562.3,         21.7
  559,    821.8,       115,     118,           1.124,      563,         21.6
  560,    823.5,       115,     118,           1.314,    563.3,         21.5
  561,      825,       114,     112,           1.424,    563.6,           23
  562,    826.8,       114,     110,           1.598,      564,         16.1
  563,      829,       114,     110,           1.796,    564.5,         15.9
  564,      829,       114,     110,           1.446,    564.5,         18.8
  565,    830.9,       115,     110,           1.476,    564.8,         18.1
  566,    835.5,       115,     110,           2.098,    565.2,         18.1
  567,    837.4,       115,     110,           2.126,      566,         18.1
  568,    839.5,       115,     110,           2.096,    566.4,         24.8
  569,    840.7,       115,     110,           2.334,    566.6,         21.9
  570,    841.9,       116,     120,           2.208,    566.8,         14.1
  571,    841.9,       116,     120,           1.292,    566.8,         16.9
  572,    843.8,       117,     120,           1.278,    567.1,         17.3
  573,      846,       117,     124,           1.294,    567.5,         17.5
  574,      848,       118,     124,           1.468,    567.5,         17.8
  575,    850.1,       119,     124,           1.637,    568.2,         17.8
  576,    852.2,       119,     124,           2.058,    568.6,         17.7
  577,    853.3,       119,     122,            1.91,    568.8,         20.7
  578,    854.5,       119,     120,           1.702,      569,         17.7
  579,    854.5,       119,     118,            1.29,      569,         18.2
  580,    857.3,       120,     118,           1.425,    569.5,         18.5
  581,    860.1,       119,     128,           1.576,      570,         18.6
  582,      862,       119,     128,           1.726,    570.3,         18.8
  583,    863.2,       119,     128,           1.744,    570.6,         19.8
  584,    864.7,       119,     128,           2.042,    570.9,         21.6
  585,    864.7,       119,     128,           1.486,    570.9,         22.3
